Continuity Violations Report: Traj_5_[1-75]
================================================================================

Commanded Speed: 100.0 mm/s
Number of Poses: 75

C0 CONTINUITY VIOLATIONS:
--------------------------------------------------------------------------------
  Segment 0: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 0
  Segment 56: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 56
  Segment 57: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 57
  Segment 58: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 58
  Segment 59: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 59
  Segment 60: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 60
  Segment 61: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 61
  Segment 62: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 62
  Segment 63: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 63
  Segment 64: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 64
  Segment 65: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 65
  Segment 66: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 66
  Segment 67: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 67
  Segment 68: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 68
  Segment 69: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 69
  Segment 70: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 70
  Segment 71: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 71
  Segment 72: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 72
  Segment 73: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 73
  Segment 74: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 74
  Segment 0: Magnitude=5.5534, Type=large_step, Details=Step norm 318.2° exceeds limit 30.0°
  Segment 1: Magnitude=11.0738, Type=large_step, Details=Step norm 634.5° exceeds limit 30.0°
  Segment 2: Magnitude=5.3419, Type=large_step, Details=Step norm 306.1° exceeds limit 30.0°
  Segment 3: Magnitude=6.2976, Type=large_step, Details=Step norm 360.8° exceeds limit 30.0°
  Segment 4: Magnitude=5.6638, Type=large_step, Details=Step norm 324.5° exceeds limit 30.0°
  Segment 5: Magnitude=9.7153, Type=large_step, Details=Step norm 556.6° exceeds limit 30.0°
  Segment 6: Magnitude=7.8980, Type=large_step, Details=Step norm 452.5° exceeds limit 30.0°
  Segment 7: Magnitude=6.3956, Type=large_step, Details=Step norm 366.4° exceeds limit 30.0°
  Segment 8: Magnitude=9.7033, Type=large_step, Details=Step norm 556.0° exceeds limit 30.0°
  Segment 9: Magnitude=12.5468, Type=large_step, Details=Step norm 718.9° exceeds limit 30.0°
  Segment 10: Magnitude=16.0186, Type=large_step, Details=Step norm 917.8° exceeds limit 30.0°
  Segment 11: Magnitude=4.9027, Type=large_step, Details=Step norm 280.9° exceeds limit 30.0°
  Segment 12: Magnitude=10.2468, Type=large_step, Details=Step norm 587.1° exceeds limit 30.0°
  Segment 13: Magnitude=14.7561, Type=large_step, Details=Step norm 845.5° exceeds limit 30.0°
  Segment 14: Magnitude=10.1019, Type=large_step, Details=Step norm 578.8° exceeds limit 30.0°
  Segment 15: Magnitude=7.9547, Type=large_step, Details=Step norm 455.8° exceeds limit 30.0°
  Segment 16: Magnitude=5.7752, Type=large_step, Details=Step norm 330.9° exceeds limit 30.0°
  Segment 17: Magnitude=8.2294, Type=large_step, Details=Step norm 471.5° exceeds limit 30.0°
  Segment 18: Magnitude=7.2043, Type=large_step, Details=Step norm 412.8° exceeds limit 30.0°
  Segment 19: Magnitude=5.3088, Type=large_step, Details=Step norm 304.2° exceeds limit 30.0°
  Segment 20: Magnitude=5.0180, Type=large_step, Details=Step norm 287.5° exceeds limit 30.0°
  Segment 21: Magnitude=7.1591, Type=large_step, Details=Step norm 410.2° exceeds limit 30.0°
  Segment 22: Magnitude=8.1689, Type=large_step, Details=Step norm 468.0° exceeds limit 30.0°
  Segment 23: Magnitude=9.1394, Type=large_step, Details=Step norm 523.6° exceeds limit 30.0°
  Segment 24: Magnitude=6.6639, Type=large_step, Details=Step norm 381.8° exceeds limit 30.0°
  Segment 25: Magnitude=5.5320, Type=large_step, Details=Step norm 317.0° exceeds limit 30.0°
  Segment 27: Magnitude=11.7496, Type=large_step, Details=Step norm 673.2° exceeds limit 30.0°
  Segment 28: Magnitude=15.0601, Type=large_step, Details=Step norm 862.9° exceeds limit 30.0°
  Segment 29: Magnitude=11.9311, Type=large_step, Details=Step norm 683.6° exceeds limit 30.0°
  Segment 30: Magnitude=5.0751, Type=large_step, Details=Step norm 290.8° exceeds limit 30.0°
  Segment 31: Magnitude=6.3426, Type=large_step, Details=Step norm 363.4° exceeds limit 30.0°
  Segment 32: Magnitude=5.4169, Type=large_step, Details=Step norm 310.4° exceeds limit 30.0°
  Segment 33: Magnitude=8.4872, Type=large_step, Details=Step norm 486.3° exceeds limit 30.0°
  Segment 34: Magnitude=10.9347, Type=large_step, Details=Step norm 626.5° exceeds limit 30.0°
  Segment 35: Magnitude=4.6877, Type=large_step, Details=Step norm 268.6° exceeds limit 30.0°
  Segment 36: Magnitude=4.6884, Type=large_step, Details=Step norm 268.6° exceeds limit 30.0°
  Segment 37: Magnitude=10.4081, Type=large_step, Details=Step norm 596.3° exceeds limit 30.0°
  Segment 38: Magnitude=11.6082, Type=large_step, Details=Step norm 665.1° exceeds limit 30.0°
  Segment 39: Magnitude=9.6042, Type=large_step, Details=Step norm 550.3° exceeds limit 30.0°
  Segment 40: Magnitude=5.9643, Type=large_step, Details=Step norm 341.7° exceeds limit 30.0°
  Segment 41: Magnitude=7.0110, Type=large_step, Details=Step norm 401.7° exceeds limit 30.0°
  Segment 42: Magnitude=12.1246, Type=large_step, Details=Step norm 694.7° exceeds limit 30.0°
  Segment 43: Magnitude=8.1818, Type=large_step, Details=Step norm 468.8° exceeds limit 30.0°
  Segment 44: Magnitude=9.8922, Type=large_step, Details=Step norm 566.8° exceeds limit 30.0°
  Segment 45: Magnitude=7.6576, Type=large_step, Details=Step norm 438.7° exceeds limit 30.0°
  Segment 46: Magnitude=10.0881, Type=large_step, Details=Step norm 578.0° exceeds limit 30.0°
  Segment 47: Magnitude=7.3101, Type=large_step, Details=Step norm 418.8° exceeds limit 30.0°
  Segment 48: Magnitude=8.1179, Type=large_step, Details=Step norm 465.1° exceeds limit 30.0°
  Segment 49: Magnitude=8.0400, Type=large_step, Details=Step norm 460.7° exceeds limit 30.0°
  Segment 50: Magnitude=7.6369, Type=large_step, Details=Step norm 437.6° exceeds limit 30.0°
  Segment 51: Magnitude=5.6419, Type=large_step, Details=Step norm 323.3° exceeds limit 30.0°
  Segment 52: Magnitude=5.6466, Type=large_step, Details=Step norm 323.5° exceeds limit 30.0°
  Segment 53: Magnitude=7.2664, Type=large_step, Details=Step norm 416.3° exceeds limit 30.0°
  Segment 54: Magnitude=6.0351, Type=large_step, Details=Step norm 345.8° exceeds limit 30.0°
  Segment 55: Magnitude=6.2632, Type=large_step, Details=Step norm 358.9° exceeds limit 30.0°
  Segment 56: Magnitude=6.6668, Type=large_step, Details=Step norm 382.0° exceeds limit 30.0°
  Segment 57: Magnitude=6.0681, Type=large_step, Details=Step norm 347.7° exceeds limit 30.0°
  Segment 58: Magnitude=9.0429, Type=large_step, Details=Step norm 518.1° exceeds limit 30.0°
  Segment 59: Magnitude=11.3790, Type=large_step, Details=Step norm 652.0° exceeds limit 30.0°
  Segment 60: Magnitude=5.6204, Type=large_step, Details=Step norm 322.0° exceeds limit 30.0°
  Segment 61: Magnitude=5.0131, Type=large_step, Details=Step norm 287.2° exceeds limit 30.0°
  Segment 62: Magnitude=12.0435, Type=large_step, Details=Step norm 690.0° exceeds limit 30.0°
  Segment 63: Magnitude=8.0023, Type=large_step, Details=Step norm 458.5° exceeds limit 30.0°
  Segment 64: Magnitude=5.1078, Type=large_step, Details=Step norm 292.7° exceeds limit 30.0°
  Segment 65: Magnitude=6.3509, Type=large_step, Details=Step norm 363.9° exceeds limit 30.0°
  Segment 66: Magnitude=6.2949, Type=large_step, Details=Step norm 360.7° exceeds limit 30.0°
  Segment 67: Magnitude=4.6927, Type=large_step, Details=Step norm 268.9° exceeds limit 30.0°
  Segment 68: Magnitude=5.7970, Type=large_step, Details=Step norm 332.1° exceeds limit 30.0°
  Segment 69: Magnitude=6.7196, Type=large_step, Details=Step norm 385.0° exceeds limit 30.0°
  Segment 70: Magnitude=9.6309, Type=large_step, Details=Step norm 551.8° exceeds limit 30.0°
  Segment 71: Magnitude=7.6294, Type=large_step, Details=Step norm 437.1° exceeds limit 30.0°
  Segment 72: Magnitude=9.4760, Type=large_step, Details=Step norm 542.9° exceeds limit 30.0°
  Segment 73: Magnitude=5.7298, Type=large_step, Details=Step norm 328.3° exceeds limit 30.0°

C1 CONTINUITY VIOLATIONS:
--------------------------------------------------------------------------------
  Segment 0: Magnitude=261.4030, Type=velocity_limit, Ratio=83.21x limit
  Segment 0: Magnitude=476.7196, Type=velocity_limit, Ratio=110.58x limit
  Segment 0: Magnitude=8.8452, Type=velocity_limit, Ratio=1.01x limit
  Segment 0: Magnitude=770.8243, Type=velocity_limit, Ratio=106.42x limit
  Segment 1: Magnitude=666.1684, Type=velocity_limit, Ratio=149.68x limit
  Segment 1: Magnitude=766.3180, Type=velocity_limit, Ratio=243.93x limit
  Segment 1: Magnitude=301.6565, Type=velocity_limit, Ratio=69.97x limit
  Segment 1: Magnitude=94.8825, Type=velocity_limit, Ratio=10.87x limit
  Segment 1: Magnitude=2094.4007, Type=velocity_limit, Ratio=174.67x limit
  Segment 2: Magnitude=833.8310, Type=velocity_limit, Ratio=187.35x limit
  Segment 2: Magnitude=548.2740, Type=velocity_limit, Ratio=174.52x limit
  Segment 2: Magnitude=369.7009, Type=velocity_limit, Ratio=85.76x limit
  Segment 2: Magnitude=931.0136, Type=velocity_limit, Ratio=106.69x limit
  Segment 2: Magnitude=100.1141, Type=velocity_limit, Ratio=8.35x limit
  Segment 3: Magnitude=1761.3074, Type=velocity_limit, Ratio=201.83x limit
  Segment 4: Magnitude=444.1989, Type=velocity_limit, Ratio=141.39x limit
  Segment 4: Magnitude=809.8151, Type=velocity_limit, Ratio=187.85x limit
  Segment 4: Magnitude=945.6952, Type=velocity_limit, Ratio=108.37x limit
  Segment 4: Magnitude=935.2479, Type=velocity_limit, Ratio=78.00x limit
  Segment 5: Magnitude=1586.0461, Type=velocity_limit, Ratio=356.37x limit
  Segment 5: Magnitude=474.7716, Type=velocity_limit, Ratio=151.12x limit
  Segment 5: Magnitude=879.4635, Type=velocity_limit, Ratio=204.01x limit
  Segment 5: Magnitude=53.8760, Type=velocity_limit, Ratio=6.17x limit
  Segment 5: Magnitude=1404.0099, Type=velocity_limit, Ratio=193.84x limit
  Segment 5: Magnitude=1883.3921, Type=velocity_limit, Ratio=157.07x limit
  Segment 6: Magnitude=692.1312, Type=velocity_limit, Ratio=155.51x limit
  Segment 6: Magnitude=685.7678, Type=velocity_limit, Ratio=218.29x limit
  Segment 6: Magnitude=562.3933, Type=velocity_limit, Ratio=130.46x limit
  Segment 6: Magnitude=947.9052, Type=velocity_limit, Ratio=108.62x limit
  Segment 6: Magnitude=2325.8757, Type=velocity_limit, Ratio=193.98x limit
  Segment 7: Magnitude=647.1959, Type=velocity_limit, Ratio=145.42x limit
  Segment 7: Magnitude=937.3144, Type=velocity_limit, Ratio=298.36x limit
  Segment 7: Magnitude=639.9335, Type=velocity_limit, Ratio=148.44x limit
  Segment 7: Magnitude=444.0653, Type=velocity_limit, Ratio=50.89x limit
  Segment 7: Magnitude=1321.6570, Type=velocity_limit, Ratio=182.47x limit
  Segment 7: Magnitude=831.5688, Type=velocity_limit, Ratio=69.35x limit
  Segment 8: Magnitude=1198.1639, Type=velocity_limit, Ratio=269.21x limit
  Segment 8: Magnitude=219.4160, Type=velocity_limit, Ratio=69.84x limit
  Segment 8: Magnitude=836.9878, Type=velocity_limit, Ratio=194.15x limit
  Segment 8: Magnitude=1699.4660, Type=velocity_limit, Ratio=194.74x limit
  Segment 8: Magnitude=112.4717, Type=velocity_limit, Ratio=15.53x limit
  Segment 8: Magnitude=229.1863, Type=velocity_limit, Ratio=19.11x limit
  Segment 9: Magnitude=260.5992, Type=velocity_limit, Ratio=82.95x limit
  Segment 9: Magnitude=474.7014, Type=velocity_limit, Ratio=110.11x limit
  Segment 9: Magnitude=1207.2224, Type=velocity_limit, Ratio=138.34x limit
  Segment 9: Magnitude=1607.4437, Type=velocity_limit, Ratio=134.06x limit
  Segment 10: Magnitude=401.0214, Type=velocity_limit, Ratio=90.11x limit
  Segment 10: Magnitude=477.3688, Type=velocity_limit, Ratio=151.95x limit
  Segment 10: Magnitude=213.2867, Type=velocity_limit, Ratio=49.48x limit
  Segment 10: Magnitude=797.4023, Type=velocity_limit, Ratio=91.38x limit
  Segment 10: Magnitude=1764.0896, Type=velocity_limit, Ratio=147.13x limit
  Segment 11: Magnitude=27.7016, Type=velocity_limit, Ratio=8.82x limit
  Segment 11: Magnitude=51.2457, Type=velocity_limit, Ratio=11.89x limit
  Segment 11: Magnitude=181.3770, Type=velocity_limit, Ratio=20.78x limit
  Segment 11: Magnitude=482.6298, Type=velocity_limit, Ratio=40.25x limit
  Segment 12: Magnitude=289.8077, Type=velocity_limit, Ratio=65.12x limit
  Segment 12: Magnitude=175.6510, Type=velocity_limit, Ratio=55.91x limit
  Segment 12: Magnitude=154.8880, Type=velocity_limit, Ratio=35.93x limit
  Segment 12: Magnitude=159.0557, Type=velocity_limit, Ratio=18.23x limit
  Segment 12: Magnitude=853.9671, Type=velocity_limit, Ratio=71.22x limit
  Segment 13: Magnitude=443.4872, Type=velocity_limit, Ratio=99.65x limit
  Segment 13: Magnitude=120.9496, Type=velocity_limit, Ratio=38.50x limit
  Segment 13: Magnitude=237.3147, Type=velocity_limit, Ratio=55.05x limit
  Segment 13: Magnitude=212.1696, Type=velocity_limit, Ratio=24.31x limit
  Segment 13: Magnitude=1146.4265, Type=velocity_limit, Ratio=95.61x limit
  Segment 14: Magnitude=163.0553, Type=velocity_limit, Ratio=36.64x limit
  Segment 14: Magnitude=270.4448, Type=velocity_limit, Ratio=86.09x limit
  Segment 14: Magnitude=86.7244, Type=velocity_limit, Ratio=20.12x limit
  Segment 14: Magnitude=315.2909, Type=velocity_limit, Ratio=36.13x limit
  Segment 14: Magnitude=371.9716, Type=velocity_limit, Ratio=51.36x limit
  Segment 14: Magnitude=583.6846, Type=velocity_limit, Ratio=48.68x limit
  Segment 15: Magnitude=256.9431, Type=velocity_limit, Ratio=57.73x limit
  Segment 15: Magnitude=155.3705, Type=velocity_limit, Ratio=49.46x limit
  Segment 15: Magnitude=138.1093, Type=velocity_limit, Ratio=32.04x limit
  Segment 15: Magnitude=288.2445, Type=velocity_limit, Ratio=33.03x limit
  Segment 15: Magnitude=480.5582, Type=velocity_limit, Ratio=40.08x limit
  Segment 16: Magnitude=127.9001, Type=velocity_limit, Ratio=40.71x limit
  Segment 16: Magnitude=232.8869, Type=velocity_limit, Ratio=54.02x limit
  Segment 16: Magnitude=274.7463, Type=velocity_limit, Ratio=31.48x limit
  Segment 16: Magnitude=270.8101, Type=velocity_limit, Ratio=22.59x limit
  Segment 17: Magnitude=416.7843, Type=velocity_limit, Ratio=93.65x limit
  Segment 17: Magnitude=12.5096, Type=velocity_limit, Ratio=3.98x limit
  Segment 17: Magnitude=8.1854, Type=velocity_limit, Ratio=1.90x limit
  Segment 17: Magnitude=252.0396, Type=velocity_limit, Ratio=28.88x limit
  Segment 17: Magnitude=368.6045, Type=velocity_limit, Ratio=50.89x limit
  Segment 17: Magnitude=271.1547, Type=velocity_limit, Ratio=22.61x limit
  Segment 18: Magnitude=420.9330, Type=velocity_limit, Ratio=94.58x limit
  Segment 18: Magnitude=116.6725, Type=velocity_limit, Ratio=37.14x limit
  Segment 18: Magnitude=227.3231, Type=velocity_limit, Ratio=52.73x limit
  Segment 18: Magnitude=235.5581, Type=velocity_limit, Ratio=26.99x limit
  Segment 18: Magnitude=226.5163, Type=velocity_limit, Ratio=18.89x limit
  Segment 19: Magnitude=127.6429, Type=velocity_limit, Ratio=40.63x limit
  Segment 19: Magnitude=232.3869, Type=velocity_limit, Ratio=53.91x limit
  Segment 19: Magnitude=237.2928, Type=velocity_limit, Ratio=27.19x limit
  Segment 19: Magnitude=240.5777, Type=velocity_limit, Ratio=20.06x limit
  Segment 20: Magnitude=89.5836, Type=velocity_limit, Ratio=20.13x limit
  Segment 20: Magnitude=298.6124, Type=velocity_limit, Ratio=95.05x limit
  Segment 20: Magnitude=112.5287, Type=velocity_limit, Ratio=26.10x limit
  Segment 20: Magnitude=32.0767, Type=velocity_limit, Ratio=3.68x limit
  Segment 20: Magnitude=203.6178, Type=velocity_limit, Ratio=16.98x limit
  Segment 21: Magnitude=86.4540, Type=velocity_limit, Ratio=19.43x limit
  Segment 21: Magnitude=169.9159, Type=velocity_limit, Ratio=54.09x limit
  Segment 21: Magnitude=107.0602, Type=velocity_limit, Ratio=24.83x limit
  Segment 21: Magnitude=252.5353, Type=velocity_limit, Ratio=28.94x limit
  Segment 21: Magnitude=421.2324, Type=velocity_limit, Ratio=35.13x limit
  Segment 22: Magnitude=364.2283, Type=velocity_limit, Ratio=81.84x limit
  Segment 22: Magnitude=220.6722, Type=velocity_limit, Ratio=25.29x limit
  Segment 22: Magnitude=322.0619, Type=velocity_limit, Ratio=44.46x limit
  Segment 22: Magnitude=225.9462, Type=velocity_limit, Ratio=18.84x limit
  Segment 23: Magnitude=133.6407, Type=velocity_limit, Ratio=30.03x limit
  Segment 23: Magnitude=148.3869, Type=velocity_limit, Ratio=47.23x limit
  Segment 23: Magnitude=79.8067, Type=velocity_limit, Ratio=18.51x limit
  Segment 23: Magnitude=186.3145, Type=velocity_limit, Ratio=21.35x limit
  Segment 23: Magnitude=304.6779, Type=velocity_limit, Ratio=42.06x limit
  Segment 23: Magnitude=450.2906, Type=velocity_limit, Ratio=37.55x limit
  Segment 24: Magnitude=202.0011, Type=velocity_limit, Ratio=45.39x limit
  Segment 24: Magnitude=140.2123, Type=velocity_limit, Ratio=44.63x limit
  Segment 24: Magnitude=75.9389, Type=velocity_limit, Ratio=17.62x limit
  Segment 24: Magnitude=178.1157, Type=velocity_limit, Ratio=20.41x limit
  Segment 24: Magnitude=291.7933, Type=velocity_limit, Ratio=40.29x limit
  Segment 24: Magnitude=22.8281, Type=velocity_limit, Ratio=1.90x limit
  Segment 25: Magnitude=97.9185, Type=velocity_limit, Ratio=31.17x limit
  Segment 25: Magnitude=178.2890, Type=velocity_limit, Ratio=41.36x limit
  Segment 25: Magnitude=201.0171, Type=velocity_limit, Ratio=23.03x limit
  Segment 25: Magnitude=190.2672, Type=velocity_limit, Ratio=15.87x limit
  Segment 27: Magnitude=307.2389, Type=velocity_limit, Ratio=69.03x limit
  Segment 27: Magnitude=92.8684, Type=velocity_limit, Ratio=29.56x limit
  Segment 27: Magnitude=172.9589, Type=velocity_limit, Ratio=40.12x limit
  Segment 27: Magnitude=377.3307, Type=velocity_limit, Ratio=43.24x limit
  Segment 27: Magnitude=271.7277, Type=velocity_limit, Ratio=37.52x limit
  Segment 27: Magnitude=381.9280, Type=velocity_limit, Ratio=31.85x limit
  Segment 28: Magnitude=374.9612, Type=velocity_limit, Ratio=84.25x limit
  Segment 28: Magnitude=123.7009, Type=velocity_limit, Ratio=39.38x limit
  Segment 28: Magnitude=45.6733, Type=velocity_limit, Ratio=10.59x limit
  Segment 28: Magnitude=426.3328, Type=velocity_limit, Ratio=48.85x limit
  Segment 28: Magnitude=270.8014, Type=velocity_limit, Ratio=37.39x limit
  Segment 28: Magnitude=628.2141, Type=velocity_limit, Ratio=52.39x limit
  Segment 29: Magnitude=260.8521, Type=velocity_limit, Ratio=58.61x limit
  Segment 29: Magnitude=243.0299, Type=velocity_limit, Ratio=77.36x limit
  Segment 29: Magnitude=150.2916, Type=velocity_limit, Ratio=34.86x limit
  Segment 29: Magnitude=427.9015, Type=velocity_limit, Ratio=49.03x limit
  Segment 29: Magnitude=437.9322, Type=velocity_limit, Ratio=36.52x limit
  Segment 30: Magnitude=193.6246, Type=velocity_limit, Ratio=43.51x limit
  Segment 30: Magnitude=117.3993, Type=velocity_limit, Ratio=37.37x limit
  Segment 30: Magnitude=104.5145, Type=velocity_limit, Ratio=24.24x limit
  Segment 30: Magnitude=188.9355, Type=velocity_limit, Ratio=21.65x limit
  Segment 31: Magnitude=200.2935, Type=velocity_limit, Ratio=22.95x limit
  Segment 31: Magnitude=290.4431, Type=velocity_limit, Ratio=40.10x limit
  Segment 31: Magnitude=200.8168, Type=velocity_limit, Ratio=16.75x limit
  Segment 32: Magnitude=106.5309, Type=velocity_limit, Ratio=33.91x limit
  Segment 32: Magnitude=194.0115, Type=velocity_limit, Ratio=45.00x limit
  Segment 32: Magnitude=204.8862, Type=velocity_limit, Ratio=23.48x limit
  Segment 32: Magnitude=205.8448, Type=velocity_limit, Ratio=17.17x limit
  Segment 33: Magnitude=114.2368, Type=velocity_limit, Ratio=36.36x limit
  Segment 33: Magnitude=207.9890, Type=velocity_limit, Ratio=48.25x limit
  Segment 33: Magnitude=8.8156, Type=velocity_limit, Ratio=1.01x limit
  Segment 33: Magnitude=327.6413, Type=velocity_limit, Ratio=45.23x limit
  Segment 33: Magnitude=460.1992, Type=velocity_limit, Ratio=38.38x limit
  Segment 34: Magnitude=247.2657, Type=velocity_limit, Ratio=55.56x limit
  Segment 34: Magnitude=148.3402, Type=velocity_limit, Ratio=47.22x limit
  Segment 34: Magnitude=135.8870, Type=velocity_limit, Ratio=31.52x limit
  Segment 34: Magnitude=26.6832, Type=velocity_limit, Ratio=3.06x limit
  Segment 34: Magnitude=357.0125, Type=velocity_limit, Ratio=49.29x limit
  Segment 34: Magnitude=714.3651, Type=velocity_limit, Ratio=59.58x limit
  Segment 35: Magnitude=27.0209, Type=velocity_limit, Ratio=8.60x limit
  Segment 35: Magnitude=49.9801, Type=velocity_limit, Ratio=11.59x limit
  Segment 35: Magnitude=59.5636, Type=velocity_limit, Ratio=6.83x limit
  Segment 35: Magnitude=392.0065, Type=velocity_limit, Ratio=54.12x limit
  Segment 35: Magnitude=59.5316, Type=velocity_limit, Ratio=4.96x limit
  Segment 36: Magnitude=186.7020, Type=velocity_limit, Ratio=41.95x limit
  Segment 36: Magnitude=208.5388, Type=velocity_limit, Ratio=66.38x limit
  Segment 36: Magnitude=111.7778, Type=velocity_limit, Ratio=25.93x limit
  Segment 36: Magnitude=36.5005, Type=velocity_limit, Ratio=4.18x limit
  Segment 36: Magnitude=321.9366, Type=velocity_limit, Ratio=26.85x limit
  Segment 37: Magnitude=508.9724, Type=velocity_limit, Ratio=114.36x limit
  Segment 37: Magnitude=267.0303, Type=velocity_limit, Ratio=30.60x limit
  Segment 37: Magnitude=451.2189, Type=velocity_limit, Ratio=62.30x limit
  Segment 37: Magnitude=732.8933, Type=velocity_limit, Ratio=61.12x limit
